id,category,category,category,category,category
950,stat,,stat,stat,stat
951,math,,math,math,math
952,cs,,math,stat,stat
953,math,,math,math,math
954,math,,math,math,math
955,cs,,math,math,math
956,math,,math,math,math
957,cs,,stat,cs,cs
958,stat,,stat,cs,stat
959,math,,math,math,math
960,stat,,cs,cs,stat
961,physics,,physics,physics,physics
962,math,,math,cs,math
963,math,,math,math,math
964,physics,,physics,physics,physics
965,math,,math,math,math
966,stat,,stat,cs,stat
967,cs,,cs,cs,cs
968,math,,math,math,math
969,cs,,cs,cs,cs
970,cs,,cs,cs,cs
971,cs,,stat,stat,cs
972,math,,math,math,math
973,stat,,stat,cs,stat
974,cs,,cs,cs,cs
975,physics,,physics,physics,physics
976,physics,,physics,physics,physics
977,stat,,stat,stat,stat
978,math,,math,math,math
979,math,,math,math,math
980,cs,,math,physics,cs
981,physics,,physics,physics,physics
982,stat,,stat,stat,stat
983,cs,,cs,cs,cs
984,stat,,stat,cs,stat
985,cs,,cs,cs,cs
986,stat,,stat,stat,stat
987,physics,,physics,physics,physics
988,cs,,cs,cs,cs
989,physics,,cs,cs,cs
990,cs,,cs,cs,cs
991,physics,,stat,stat,cs
992,stat,,cs,stat,cs
993,math,,math,math,math
994,cs,,cs,cs,cs
995,physics,,physics,physics,physics
996,math,,math,math,math
997,physics,,math,physics,physics
998,math,,math,math,math
999,cs,,cs,cs,cs
1000,cs,,cs,cs,cs
1001,math,,math,math,math
1002,stat,,stat,math,stat
1003,stat,,stat,stat,stat
1004,math,,cs,cs,math
1005,math,,math,math,math
1006,math,,math,math,math
1007,math,,math,math,math
1008,math,,math,math,math
1009,math,,math,math,math
1010,physics,,physics,physics,physics
1011,math,,math,math,math
1012,math,,math,math,math
1013,cs,,cs,cs,cs
1014,physics,,physics,physics,physics
1015,cs,,cs,cs,cs
1016,physics,,physics,physics,physics
1017,math,,math,math,math
1018,physics,,physics,physics,physics
1019,cs,,cs,cs,cs
1020,cs,,cs,cs,cs
1021,cs,,cs,cs,cs
1022,physics,,physics,physics,physics
1023,stat,,stat,cs,cs
1024,stat,,stat,stat,stat
1025,physics,,physics,physics,physics
1026,cs,,cs,cs,cs
1027,stat,,cs,cs,cs
1028,math,,math,math,math
1029,cs,,cs,cs,cs
1030,cs,,cs,cs,cs
1031,physics,,physics,physics,physics
1032,physics,,physics,physics,physics
1033,cs,,cs,cs,cs
1034,math,,math,math,math
1035,stat,,stat,stat,stat
1036,physics,,physics,physics,physics
1037,physics,,physics,physics,physics
1038,math,,math,cs,math
1039,cs,,cs,cs,cs
1040,physics,,math,math,math
1041,physics,,physics,physics,physics
1042,physics,,physics,physics,physics
1043,cs,,cs,cs,cs
1044,math,,math,math,math
1045,physics,,physics,physics,physics
1046,physics,,physics,physics,physics
1047,math,,math,cs,math
1048,stat,,stat,stat,stat
1049,physics,,physics,physics,physics
1050,math,,math,math,math
1051,physics,,physics,physics,physics
1052,math,,math,math,math
1053,math,,math,math,math
1054,stat,,stat,stat,stat
1055,cs,,cs,cs,cs
1056,cs,,cs,cs,cs
1057,physics,,physics,physics,physics
1058,cs,,cs,cs,cs
1059,math,,math,math,math
1060,physics,,physics,physics,physics
1061,cs,,math,cs,cs
1062,stat,,math,stat,cs
1063,math,,math,math,math
1064,math,,math,math,math
1065,physics,,physics,physics,physics
1066,cs,,cs,cs,cs
1067,cs,,cs,cs,cs
1068,math,,math,math,math
1069,cs,,cs,physics,cs
1070,physics,,physics,physics,physics
1071,cs,,cs,cs,cs
1072,cs,,cs,cs,cs
1073,cs,,stat,stat,stat
1074,stat,,stat,stat,math
1075,stat,,stat,stat,stat
1076,cs,,cs,cs,cs
1077,cs,,cs,cs,cs
1078,stat,,stat,stat,stat
1079,cs,,cs,cs,cs
1080,physics,,physics,physics,physics
1081,math,,math,math,math
1082,cs,,cs,cs,cs
1083,stat,,stat,stat,stat
1084,stat,,stat,stat,stat
1085,cs,,stat,stat,stat
1086,stat,,stat,cs,stat
1087,stat,,stat,stat,stat
1088,cs,,cs,math,cs
1089,physics,,physics,physics,physics
1090,stat,,stat,cs,stat
1091,math,,math,math,math
1092,cs,,stat,stat,cs
1093,stat,,stat,stat,stat
1094,stat,,stat,stat,stat
1095,stat,,stat,stat,stat
1096,cs,,cs,cs,cs
1097,cs,,cs,cs,cs
1098,physics,,physics,physics,physics
1099,stat,,cs,cs,stat
1100,cs,,cs,cs,cs
1101,stat,,stat,stat,stat
1102,stat,,stat,stat,stat
1103,math,,math,math,math
1104,stat,,stat,math,stat
1105,stat,,cs,cs,cs
1106,physics,,physics,physics,physics
1107,physics,,physics,physics,physics
1108,stat,,stat,cs,stat
1109,cs,,stat,cs,stat
1110,math,,math,math,math
1111,stat,,math,math,math
1112,math,,stat,math,math
1113,math,,math,math,math
1114,cs,,math,cs,cs
1115,stat,,stat,stat,stat
1116,stat,,cs,cs,cs
1117,physics,,physics,physics,physics
1118,math,,math,math,math
1119,math,,math,math,math
1120,physics,,physics,physics,physics
1121,physics,,stat,cs,physics
1122,cs,,cs,cs,cs
1123,math,,math,math,math
1124,math,,math,math,math
1125,physics,,physics,physics,physics
1126,cs,,cs,cs,cs
1127,cs,,cs,cs,cs
1128,math,,math,math,math
1129,physics,,physics,cs,physics
1130,stat,,stat,stat,stat
1131,math,,math,math,math
1132,physics,,physics,physics,physics
1133,cs,,cs,cs,cs
1134,math,,math,math,math
1135,physics,,physics,physics,physics
1136,stat,,stat,cs,stat
1137,math,,math,math,math
1138,stat,,stat,cs,cs
1139,physics,,physics,physics,physics
1140,stat,,math,math,math
1141,math,,math,math,math
1142,math,,math,math,math
1143,cs,,cs,cs,cs
1144,stat,,stat,stat,stat
1145,cs,,cs,cs,cs
1146,physics,,physics,physics,physics
1147,stat,,stat,stat,stat
1148,physics,,math,math,math
1149,cs,,cs,cs,cs
1150,stat,,math,math,math
1151,cs,,cs,cs,stat
1152,math,,math,math,math
1153,math,,math,math,math
1154,stat,,stat,stat,stat
1155,stat,,stat,stat,stat
1156,cs,,cs,cs,cs
1157,stat,,stat,stat,stat
1158,cs,,cs,cs,cs
1159,cs,,stat,cs,cs
1160,math,,math,math,math
1161,cs,,cs,cs,cs
1162,cs,,stat,cs,cs
1163,math,,math,math,math
1164,cs,,cs,cs,cs
1165,stat,,stat,stat,stat
1166,stat,,cs,cs,stat
1167,stat,,stat,stat,stat
1168,cs,,cs,cs,stat
1169,cs,,cs,cs,cs
1170,math,,math,math,math
1171,stat,,stat,stat,stat
1172,stat,,stat,stat,stat
1173,stat,,stat,stat,stat
1174,cs,,stat,cs,cs
1175,physics,,physics,physics,physics
1176,math,,math,math,math
1177,physics,,physics,physics,physics
1178,cs,,cs,cs,cs
1179,math,,cs,math,cs
1180,math,,stat,math,stat
1181,cs,,math,math,cs
1182,cs,,cs,cs,cs
1183,physics,,math,physics,physics
1184,cs,,cs,cs,cs
1185,math,,math,math,math
1186,math,,math,math,math
1187,physics,,physics,physics,physics
1188,math,,math,math,math
1189,cs,,cs,cs,cs
1190,cs,,cs,cs,cs
1191,physics,,cs,stat,stat
1192,cs,,cs,cs,cs
1193,stat,,stat,physics,physics
1194,math,,math,math,math
1195,math,,math,math,math
1196,math,,math,math,math
1197,cs,,cs,cs,cs
1198,cs,,cs,cs,cs
1199,physics,,physics,physics,physics
1200,stat,,stat,stat,stat
1201,stat,,stat,stat,stat
1202,cs,,stat,cs,cs
1203,math,,math,math,math
1204,math,,math,math,math
1205,math,,math,math,math
1206,math,,math,math,math
1207,physics,,physics,physics,physics
1208,math,,math,math,math
1209,cs,,cs,cs,cs
1210,cs,,cs,cs,cs
1211,math,,math,math,math
1212,physics,,physics,physics,physics
1213,cs,,stat,cs,cs
1214,cs,,stat,cs,cs
1215,cs,,cs,cs,cs
1216,math,,math,math,math
1217,physics,,physics,physics,physics
1218,physics,,physics,physics,physics
1219,physics,,physics,physics,physics
1220,stat,,stat,stat,stat
1221,physics,,stat,physics,physics
1222,cs,,cs,cs,cs
1223,physics,,physics,physics,physics
1224,cs,,math,cs,cs
1225,cs,,math,cs,cs
1226,math,,math,math,math
1227,physics,,physics,physics,physics
1228,physics,,physics,physics,physics
1229,cs,,cs,cs,cs
1230,cs,,cs,cs,cs
1231,cs,,cs,cs,cs
1232,physics,,physics,physics,physics
1233,math,,stat,math,math
1234,cs,,cs,cs,cs
1235,math,,math,math,math
1236,math,,math,math,math
1237,physics,,physics,physics,physics
1238,physics,,stat,physics,physics
1239,stat,,stat,cs,stat
1240,math,,math,math,math
1241,stat,,stat,stat,stat
1242,cs,,cs,cs,cs
1243,math,,math,math,math
1244,stat,,stat,cs,stat
1245,math,,math,math,math
1246,math,,math,math,math
1247,math,,math,math,math
1248,math,,math,math,math
1249,cs,,stat,cs,cs
1250,stat,,stat,math,stat
1251,cs,,cs,cs,cs
1252,stat,,stat,stat,stat
1253,physics,,stat,cs,physics
1254,physics,,physics,physics,physics
1255,math,,math,math,math
1256,cs,,cs,cs,cs
1257,math,,math,math,math
1258,stat,,stat,cs,stat
1259,math,,math,math,math
1260,cs,,stat,cs,cs
1261,cs,,cs,cs,cs
1262,math,,math,math,math
1263,math,,math,math,math
1264,cs,,cs,cs,cs
1265,math,,math,math,math
1266,physics,,cs,cs,cs
1267,physics,,physics,physics,physics
1268,stat,,cs,cs,stat
1269,math,,math,math,math
1270,cs,,cs,cs,cs
1271,physics,,physics,physics,physics
1272,math,,math,math,math
1273,math,,math,math,math
1274,math,,math,math,math
1275,cs,,cs,cs,cs
1276,math,,math,math,math
1277,cs,,cs,cs,cs
1278,cs,,cs,cs,cs
1279,physics,,stat,cs,physics
1280,cs,,cs,cs,cs
1281,physics,,physics,physics,physics
1282,physics,,physics,physics,physics
1283,physics,,physics,physics,physics
1284,physics,,physics,physics,physics
1285,math,,math,physics,math
1286,cs,,cs,cs,cs
1287,math,,math,math,math
1288,physics,,physics,physics,physics
1289,physics,,physics,physics,physics
1290,physics,,physics,physics,physics
1291,math,,math,math,math
1292,stat,,cs,cs,stat
1293,physics,,physics,physics,physics
1294,physics,,physics,physics,physics
1295,stat,,stat,stat,stat
1296,physics,,physics,physics,physics
1297,math,,math,math,math
1298,cs,,cs,cs,cs
1299,math,,math,math,math
1300,cs,,cs,cs,cs
1301,cs,,stat,stat,cs
1302,cs,,cs,cs,cs
1303,stat,,stat,stat,stat
1304,cs,,stat,stat,stat
1305,math,,math,math,math
1306,physics,,stat,physics,physics
1307,math,,math,math,math
1308,physics,,physics,physics,physics
1309,stat,,stat,stat,stat
1310,physics,,stat,cs,physics
1311,stat,,math,stat,stat
1312,physics,,physics,physics,physics
1313,math,,math,math,math
1314,cs,,cs,stat,cs
1315,cs,,cs,cs,cs
1316,math,,math,math,math
1317,cs,,cs,cs,cs
1318,cs,,cs,cs,cs
1319,cs,,cs,cs,cs
1320,stat,,stat,cs,stat
1321,stat,,stat,stat,stat
1322,math,,math,math,math
1323,physics,,physics,physics,physics
1324,physics,,physics,physics,physics
1325,math,,math,math,math
1326,cs,,cs,cs,cs
1327,math,,math,math,math
1328,math,,math,math,math
1329,math,,math,math,math
1330,cs,,cs,cs,cs
1331,physics,,physics,physics,physics
1332,cs,,cs,cs,cs
1333,physics,,physics,physics,physics
1334,math,,math,math,math
1335,physics,,physics,physics,physics
1336,math,,math,math,math
1337,cs,,physics,cs,cs
1338,physics,,physics,physics,physics
1339,stat,,stat,physics,stat
1340,stat,,cs,cs,stat
1341,cs,,cs,cs,cs
1342,cs,,cs,cs,cs
1343,math,,math,math,math
1344,math,,math,math,math
1345,math,,cs,physics,math
1346,math,,math,math,math
1347,math,,math,math,math
1348,math,,math,math,math
1349,physics,,physics,physics,physics
1350,stat,,stat,stat,stat
1351,cs,,cs,cs,physics
1352,math,,math,math,math
1353,physics,,math,math,math
1354,stat,,stat,cs,stat
1355,math,,math,math,math
1356,math,,math,math,math
1357,cs,,cs,cs,cs
1358,cs,,math,math,math
1359,cs,,cs,cs,cs
1360,math,,math,math,math
1361,cs,,cs,cs,cs
1362,stat,,stat,cs,stat
1363,physics,,physics,physics,physics
1364,cs,,cs,cs,cs
1365,math,,math,math,math
1366,math,,math,math,math
1367,math,,math,math,math
1368,stat,,cs,cs,cs
1369,cs,,stat,cs,cs
1370,cs,,cs,cs,cs
1371,cs,,cs,cs,cs
1372,math,,math,math,math
1373,physics,,physics,physics,physics
1374,stat,,stat,cs,stat
1375,math,,math,math,math
1376,cs,,cs,cs,cs
1377,stat,,stat,cs,stat
1378,math,,math,math,math
1379,cs,,cs,cs,cs
1380,physics,,physics,physics,physics
1381,cs,,cs,stat,cs
1382,cs,,cs,cs,cs
1383,physics,,physics,physics,physics
1384,cs,,cs,cs,cs
1385,math,,math,math,math
1386,math,,math,math,math
1387,cs,,cs,cs,cs
1388,math,,math,math,math
1389,stat,,stat,stat,stat
1390,math,,math,math,math
1391,physics,,physics,math,physics
1392,cs,,cs,stat,stat
1393,math,,math,math,math
1394,physics,,physics,physics,physics
1395,cs,,cs,math,cs
1396,cs,,cs,cs,cs
1397,physics,,physics,physics,physics
1398,stat,,stat,cs,stat
1399,math,,math,math,math
1400,cs,,cs,cs,cs
1401,physics,,physics,physics,physics
1402,math,,math,math,math
1403,cs,,cs,cs,cs
1404,math,,math,math,math
1405,cs,,cs,cs,cs
1406,cs,,cs,cs,cs
1407,physics,,physics,physics,physics
1408,cs,,cs,cs,cs
1409,math,,math,math,math
1410,cs,,cs,cs,cs
1411,math,,math,math,math
1412,cs,,cs,cs,cs
1413,cs,,cs,cs,cs
1414,math,,math,math,math
1415,physics,,physics,physics,physics
1416,math,,math,cs,math
1417,cs,,stat,cs,cs
1418,cs,,cs,physics,physics
1419,stat,,stat,cs,stat
1420,math,,math,math,math
1421,stat,,cs,cs,stat
1422,cs,,cs,cs,cs
1423,cs,,math,cs,cs
1424,math,,math,math,math
1425,physics,,physics,physics,physics
1426,cs,,cs,cs,cs
1427,cs,,cs,cs,cs
1428,stat,,stat,stat,stat
1429,physics,,physics,physics,physics
1430,physics,,physics,physics,physics
1431,cs,,cs,cs,cs
1432,math,,math,math,math
1433,cs,,stat,stat,stat
1434,physics,,physics,physics,physics
1435,cs,,cs,cs,cs
1436,stat,,stat,stat,stat
1437,stat,,stat,math,stat
1438,cs,,cs,stat,cs
1439,cs,,cs,cs,cs
1440,physics,,physics,physics,physics
1441,physics,,physics,physics,physics
1442,stat,,stat,stat,stat
1443,math,,math,math,math
1444,stat,,stat,stat,stat
1445,math,,math,math,math
1446,physics,,physics,physics,physics
1447,physics,,physics,physics,physics
1448,math,,math,math,math
1449,cs,,cs,cs,stat
1450,cs,,cs,cs,cs
1451,cs,,cs,cs,stat
1452,stat,,stat,stat,stat
1453,stat,,stat,stat,stat
1454,math,,math,math,math
1455,math,,math,math,math
1456,math,,math,math,math
1457,math,,math,math,math
1458,cs,,cs,cs,cs
1459,math,,math,math,math
1460,math,,math,math,math
1461,cs,,cs,cs,cs
1462,stat,,stat,math,math
1463,cs,,cs,cs,cs
1464,physics,,physics,physics,physics
1465,math,,math,math,math
1466,cs,,cs,cs,cs
1467,cs,,cs,cs,cs
1468,cs,,cs,cs,cs
1469,cs,,stat,cs,cs
1470,stat,,stat,cs,stat
1471,stat,,math,math,math
1472,math,,math,math,math
1473,math,,math,math,math
1474,math,,math,math,math
1475,math,,math,math,math
1476,stat,,stat,cs,cs
1477,cs,,cs,cs,cs
1478,physics,,physics,physics,physics
1479,cs,,cs,cs,cs
1480,cs,,cs,cs,cs
1481,physics,,cs,cs,physics
1482,math,,math,math,math
1483,cs,,cs,cs,cs
1484,physics,,math,cs,physics
1485,physics,,physics,physics,physics
1486,cs,,cs,cs,cs
1487,math,,math,math,math
1488,cs,,cs,cs,cs
1489,cs,,math,cs,cs
1490,math,,math,math,math
1491,cs,,cs,cs,cs
1492,stat,,stat,stat,stat
1493,stat,,stat,math,stat
1494,cs,,cs,cs,cs
1495,stat,,stat,stat,stat
1496,physics,,physics,physics,physics
1497,physics,,cs,cs,physics
1498,stat,,stat,physics,stat
1499,cs,,math,physics,physics
1500,physics,,physics,physics,physics
1501,math,,math,math,math
1502,math,,math,math,math
1503,physics,,physics,physics,physics
1504,math,,math,math,math
1505,cs,,cs,cs,cs
1506,math,,math,math,math
1507,physics,,physics,physics,physics
1508,cs,,cs,physics,cs
1509,math,,math,math,math
1510,stat,,stat,stat,stat
1511,cs,,cs,cs,cs
1512,physics,,physics,physics,physics
1513,math,,math,math,math
1514,math,,math,math,math
1515,math,,math,math,math
1516,stat,,stat,math,stat
1517,math,,math,math,math
1518,cs,,cs,cs,cs
1519,math,,math,math,math
1520,cs,,cs,math,cs
1521,stat,,stat,stat,stat
1522,math,,math,math,math
1523,cs,,cs,cs,cs
1524,physics,,physics,physics,physics
1525,cs,,cs,cs,cs
1526,math,,math,math,math
1527,cs,,cs,cs,cs
1528,physics,,physics,physics,physics
1529,cs,,cs,stat,stat
1530,cs,,cs,cs,cs
1531,physics,,physics,physics,physics
1532,cs,,cs,cs,cs
1533,cs,,stat,stat,cs
1534,cs,,cs,cs,cs
1535,math,,math,math,math
1536,stat,,stat,stat,stat
1537,math,,math,math,math
1538,math,,math,math,math
1539,cs,,cs,cs,cs
1540,physics,,stat,stat,stat
1541,cs,,cs,cs,cs
1542,math,,math,math,math
1543,physics,,physics,physics,physics
1544,stat,,stat,stat,stat
1545,cs,,math,math,cs
1546,math,,math,math,math
1547,cs,,stat,cs,cs
1548,math,,cs,cs,math
1549,physics,,physics,physics,physics
1550,physics,,math,math,math
1551,stat,,stat,stat,stat
1552,math,,math,math,math
1553,cs,,cs,cs,cs
1554,cs,,cs,cs,cs
1555,cs,,cs,cs,cs
1556,math,,math,math,math
1557,stat,,stat,stat,stat
1558,physics,,physics,physics,physics
1559,math,,math,math,math
1560,math,,math,math,math
1561,cs,,physics,math,math
1562,cs,,cs,cs,cs
1563,math,,math,math,math
1564,stat,,stat,stat,stat
1565,physics,,physics,physics,physics
1566,math,,math,math,math
1567,stat,,math,math,math
1568,stat,,stat,stat,stat
1569,math,,math,math,math
1570,cs,,cs,cs,cs
1571,cs,,cs,cs,cs
1572,stat,,math,cs,cs
1573,math,,stat,math,stat
1574,cs,,cs,cs,cs
1575,stat,,stat,stat,stat
1576,cs,,cs,cs,cs
1577,cs,,cs,cs,stat
1578,cs,,cs,cs,cs
1579,math,,math,math,math
1580,math,,math,math,math
1581,physics,,cs,cs,cs
1582,cs,,cs,cs,cs
1583,cs,,stat,cs,cs
1584,physics,,physics,physics,physics
1585,stat,,stat,stat,stat
1586,math,,cs,cs,math
1587,cs,,cs,cs,cs
1588,cs,,cs,cs,cs
1589,stat,,stat,stat,stat
1590,physics,,physics,physics,physics
1591,stat,,stat,stat,stat
1592,math,,math,math,math
1593,stat,,stat,stat,stat
1594,cs,,stat,cs,cs
1595,stat,,stat,stat,stat
1596,math,,math,math,math
1597,cs,,cs,cs,cs
1598,math,,math,math,math
1599,math,,math,math,math
1600,cs,,cs,cs,cs
1601,stat,,stat,stat,stat
1602,math,,math,math,math
1603,cs,,stat,cs,cs
1604,physics,,physics,physics,physics
1605,physics,,physics,physics,physics
1606,cs,,cs,cs,cs
1607,math,,cs,cs,math
1608,cs,,cs,cs,cs
1609,physics,,physics,physics,physics
1610,physics,,physics,physics,physics
1611,stat,,stat,cs,stat
1612,stat,,stat,cs,cs
1613,math,,math,math,math
1614,math,,math,math,math
1615,stat,,stat,stat,stat
1616,math,,math,math,math
1617,physics,,physics,physics,physics
1618,cs,,cs,cs,cs
1619,math,,math,math,math
1620,cs,,math,math,math
1621,math,,math,math,math
1622,cs,,cs,cs,cs
1623,cs,,cs,cs,cs
1624,cs,,stat,cs,cs
1625,physics,,cs,cs,physics
1626,math,,math,math,math
1627,stat,,stat,stat,stat
1628,stat,,stat,math,cs
1629,physics,,cs,physics,physics
1630,cs,,cs,cs,cs
1631,stat,,stat,stat,stat
1632,math,,math,math,math
1633,physics,,physics,physics,physics
1634,cs,,cs,cs,cs
1635,stat,,stat,stat,stat
1636,stat,,stat,cs,stat
1637,cs,,cs,cs,cs
1638,physics,,physics,physics,physics
1639,cs,,cs,math,cs
1640,cs,,cs,cs,cs
1641,math,,math,math,math
1642,math,,math,math,math
1643,cs,,stat,cs,cs
1644,math,,math,math,math
1645,math,,math,math,math
1646,math,,math,math,math
1647,cs,,cs,cs,cs
1648,cs,,cs,physics,physics
1649,cs,,cs,cs,cs
1650,math,,math,math,math
1651,cs,,cs,cs,cs
1652,cs,,cs,cs,cs
1653,physics,,physics,physics,physics
1654,physics,,math,math,cs
1655,physics,,physics,physics,physics
1656,cs,,cs,cs,cs
1657,physics,,physics,physics,physics
1658,math,,math,math,math
1659,math,,math,math,math
1660,physics,,physics,physics,physics
1661,physics,,physics,physics,physics
1662,math,,math,math,math
1663,stat,,stat,stat,stat
1664,physics,,physics,cs,physics
1665,math,,math,math,math
1666,math,,physics,physics,physics
1667,math,,math,math,math
1668,cs,,stat,cs,cs
1669,math,,math,math,math
1670,math,,math,math,math
1671,physics,,physics,physics,physics
1672,stat,,stat,stat,stat
1673,cs,,cs,cs,cs
1674,physics,,physics,physics,physics
1675,physics,,physics,physics,physics
1676,physics,,physics,physics,physics
1677,physics,,physics,physics,physics
1678,stat,,stat,stat,stat
1679,cs,,cs,stat,cs
1680,physics,,physics,physics,physics
1681,cs,,cs,cs,cs
1682,math,,math,math,math
1683,cs,,cs,cs,cs
1684,math,,math,math,math
1685,stat,,stat,stat,stat
1686,cs,,cs,cs,cs
1687,cs,,cs,cs,cs
1688,physics,,physics,physics,physics
1689,physics,,physics,physics,physics
1690,math,,math,math,math
1691,physics,,physics,cs,physics
1692,cs,,cs,cs,cs
1693,math,,stat,math,math
1694,math,,math,math,math
